ID	Bacteroides_pectinophilus_group	Clostridium_innocuum_group	Eubacterium_eligens_group	Eubacterium_ruminantium_group	Eubacterium_siraeum_group	Eubacterium_sulci_group	Eubacterium_ventriosum_group	Eubacterium_xylanophilum_group	Ruminococcus_gauvreauii_group	Ruminococcus_gnavus_group	Acidaminococcus	Acinetobacter	Actinobacillus	Acutalibacter	Adlercreutzia	Agathobacter	Agathobaculum	Akkermansia	Alistipes	Allisonella	Anaerobutyricum	Anaeroplasma	Anaerostipes	Anaerovibrio	Asteroleplasma	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Brachyspira	Butyribacter	Butyricimonas	CAG-196	CAG-352	CAG-56	Campylobacter	Candidatus_Soleaferrea	Caproiciproducens	Catenibacterium	Catenisphaera	Christensenellaceae_R-7_group	Citrobacter	Clostridium	Colidextribacter	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Coriobacteriaceae_UCG-003	Defluviitaleaceae_UCG-011	Desulfovibrio	dgA-11_gut_group	Dialister	Dorea	Eggerthella	Elusimicrobium	Enterocloster	Enterococcus	Erysipelotrichaceae_UCG-003	Erysipelotrichaceae_UCG-006	Escherichia-Shigella	Faecalibacterium	Faecalimonas	Falcatimonas	Family_XIII_AD3011_group	Family_XIII_UCG-001	Flavobacterium	Flavonifractor	Fournierella	Fusicatenibacter	Fusobacterium	GCA-900066575	Gemella	Gemmiger	Granulicatella	Haemophilus	Holdemanella	Holdemania	Howardella	Hungatella	Intestinibacter	Intestinimonas	Klebsiella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK3A20_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_NK4B4_group	Lachnospiraceae_UCG-003	Lachnospiraceae_UCG-004	Lachnospiraceae_UCG-007	Lachnospiraceae_UCG-010	Lactobacillus	Lactococcus	Leuconostoc	Leyella	Ligilactobacillus	Limosilactobacillus	Mannheimia	Massiliomicrobiota	Massiliprevotella	Mediterraneibacter	Megamonas	Megasphaera	Mitsuokella	Mogibacterium	Monoglobus	Negativibacillus	Neisseria	NK4A214_group	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Oxalobacter	Paludicola	Parabacteroides	Paraprevotella	Parasutterella	Parolsenella	Peptococcus	Phascolarctobacterium	Porphyromonas	possible_genus_Sk018	Prevotellaceae_NK3B31_group	Prevotellaceae_UCG-003	Prevotellaceae_UCG-004	Pseudocitrobacter	Pseudomonas	Rikenellaceae_RC9_gut_group	Romboutsia	Roseburia	Rothia	Ruminobacter	Ruminococcus	Ruthenibacterium	Schaalia	Segatella	Senegalimassilia	Shuttleworthia	Slackia	Solobacterium	Streptobacillus	Streptococcus	Subdoligranulum	Succinivibrio	Sutterella	Terrisporobacter	Thomasclavelia	Tractidigestivibacter	Treponema	Turicibacter	UCG-002	UCG-003	UCG-004	UCG-005	UCG-008	UCG-009	Veillonella	Victivallis	Weissella	Xylanibacter	Zag_111
AK_SG_8	0	0	0.0026538558	0.0033318482	0	0	0	0.0002711969	0.0024020301	0	0	0	0	0.0001743409	0.0002905682	0.0964105147	0	0	0.0002324545	0	0	0	0	0	0.0234004223	0.0020339771	0	0.0006586212	0	0.0072254615	0	0	0	0.0032737346	0.0029250528	0	0	0	0.0004649091	0.0184607636	0	0.0112353021	0	0.0023826589	0.0010847878	0.0036030452	0	0	0.0116227263	0	0	0	0	0.0411638223	0.0068767797	0	0	0.0008135908	0	0.0008135908	0	0.0006005075	0.0266160432	0	0	0.0006779924	0	0	0	0.003777386	0.0007748484	0.0002130833	0	0	0.0073223176	0	0	0.0090269841	0	0	0	0	0	0.0006198787	0.0064506131	0.0007748484	0.0002518257	0	0.0024214013	0.0095306356	0	0	0.0068767797	0	0.0006779924	0	0	0	0.0341708153	0.0006392499	0	0.0011816438	0	0	0.0027700831	0	0.0009491893	0.0031187649	0	0.0026925983	0	0.0011235302	0.0040098406	0	0	0	0.0004455378	0	0	0.0004842803	0	0	0.0006005075	0	0	0	0	0.0155938245	0	0	0	0	0.0020920907	0.0025376286	0.0191193848	0.0001162273	0	0.0069348934	0	0	0.3880828313	0.0004649091	0	0.0002905682	0	0	0.0004261666	0	0.1153168161	0.0163493017	0	0	0	0	0.0009298181	0.0345001259	0.0036611588	0.0013366135	0.0173178622	0.0006586212	0.0004067954	0	0	0	0	0.0012591287
AK_SK_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000248712	0.01835139	0.0001421212	0	0	0.0004796589	0	0	0	0	0.0009948481	0.0003197726	0	0.110286	0	0.001847575	0	0	0	0	0	0	0	0	0	0.007408065	0	0.000373068	0	0.0004085983	0.0008882572	0.006253331	0	0	0.004210339	0	0	0	0	0.01993249	0.002949014	0	0	0.0004974241	0	0	0	0.01019719	0.02810446	0.0002131817	0	0	5.329543e-05	0	0	0	0.000248712	0	0.0004441286	0	0.001048144	0	0.0004974241	0.003783976	0	0	0	0.0005507195	0	0.004583407	0.001083674	0.001989696	0	0	0.001314621	0.001136969	0	0	0.002984544	0	0	0.004192574	0.0007461361	0	0.01399893	0.06523361	0.001101439	0.000248712	0	0	0	0	0.09033576	0.0003553029	0	0	0	0	0.0003553029	0	0	0.0004796589	0	0	0	0	0	0	0.001332386	0	0	0	0	0	0	0	0	0	0.006200036	0.0003375378	0.001438977	0	0	0.002131817	0	0	0.5582341	0.0003553029	0	0.0005507195	0.0001954166	0	0.006253331	0	0.002824658	0.003712915	0	0	0	0	5.329543e-05	0.001456742	0.002238408	0.001403446	0.0001421212	0	0	0.0002664772	0	0	0	0
AK_SK_10	0	0.024504707	0	0	0	0	0	0	0	0.0870029507	0	0.0001405086	0	0.0003372207	0	0	0	0.0057327526	0.0020514262	0	0	0	0	0	0.0043838696	0.4562034565	0	0.000309119	0.0004496277	0.0014050864	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008711536	0	0	0	0	0.0070254321	0	0	0	0	0	0.0196150063	0.0006463397	0	0.0118589293	0	0	0	0.2021076296	0.0009835605	0	0	0	0	0	0.0030068849	0	0	0.0827876914	0	0.0002810173	0	0	0.001967121	0	0	0	0.0021919348	0	0	0.0092173669	0.000927357	0	0	0	0	0	0	0	0.0014893916	0	0	0	0.0092173669	0	0	0	0.0001405086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212730083	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016861037	0	0	0	0	0	0	0.001236476	0	0	0	0	0	0.0028663763	0	0	0.0282141352	0	0.0064633975	0	0	0	0	0	0	0	0	0	0.0014050864	0	0	0	0
AK_SK_11	0	0	0.002315163	0	0	0	0	0	0	0	0	0	0	0	0	0.07016146	0	0	0	0	0	0	0	0	0	0.002675967	0	0.157416	0	0.002826303	0	0	0	0	0	0	0	0	0	0.0183409	0	9.020115e-05	0	0.0008418774	0.0008118103	0.004555158	0	0	0.00861421	0	0	0	0	0.008794612	0.0052016	0	0	0.0007667098	0	4.510057e-05	0	0.007531796	0.07432575	0	0	0	0	0	0	0.0004510057	0.001428185	6.01341e-05	0.0001804023	0	0.002435431	0.0003908716	0.003006705	0.006434349	0	0.0001804023	0	0	0	0.003036772	0.00234523	0.00153342	9.020115e-05	0	0	0.001443218	0	0	0.003848582	0	0.0001503352	0.0002255029	0.002375297	0	0.00917045	0.04496527	0	0.0009621456	0	0	0.009666556	0	0	0.002179861	0	0	0	0.0002104693	0.0003307375	0	0.007937701	0	0	0	0	4.510057e-05	0	0	0.0002104693	0	0	0	0	0	0	0	0	0	0	0.001608587	0.004028985	0	0	0.003788448	0	0	0.5061788	0.0002104693	0	0.002224962	0	0	0.002029526	0	0	0.003623079	0	0	0	0	0.0008569109	0.0008719444	0.001097447	0	0	0	0	0.002871403	0	0	0	0
AK_SK_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0920553816	0	0	0	0	0	0	0	0	0.0017306741	0.0005356849	0	0.1689055546	0	0.0016894676	0	0	0	0	0	0	0	0	0	0.0337069392	0	0.0011949893	0	0.0066754574	0	0	0	0	0.0135981539	0	0	0	0	0.0220866985	0.0057277073	0	0	0	0	0	0	0.0009477501	0.0360557112	0	0	0	0	0	0	0	0.0011125762	0	0	0	0.0016482611	0	0.0005356849	0.0016894676	0	0	0	0	0	0	0.0025960112	0.0049447833	0	0	0	0.0056452942	0	0	0.0084473381	0	0	0.0041206527	0	0.0005768914	0.0053980551	0.125391462	0.0012774023	0	0	0	0	0	0.0310697214	0	0	0.0011125762	0	0.000782924	0.0002472392	0	0	0.0023899786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023075655	0.0024723916	0	0	0.0044090984	0	0	0.3865584309	0	0	0.0002472392	0.0005356849	0	0.0086121642	0	0.0004944783	0	0	0	0	0	0	0.0084061315	0.0020603264	0	0	0	0	0	0	0	0	0
AK_SK_13	0	0	0.001417925	0.004731913	0	0	0	0	0	0.00191255	0	0	0	0	0.00019785	0.03437644	0.00032975	0	0	0.0002802875	0	0	0	0	0.002324738	0.0110796	9.892501e-05	0.02552265	0	0	0	0.0007914001	0	0.0269076	0.03586032	0	0.003462376	0	0	0.02463233	8.243751e-05	0.001203588	0	0.006347688	0.000230825	0.009051639	0	0	0.005605751	0	0	0.0004286751	0	0.01676779	0.004748401	0	0	0.0005605751	0	0	0.000296775	0.001632263	0.02064235	0	0	0.0003132625	0.0001813625	0	0	0.002225813	0.0002143375	0	0.0002638	0	0.003825101	0	0.001434413	0.0006759876	0	0	0	0.0006265251	0	0	0.0010552	0.004435138	0	0.0002638	0.0029018	0.008144826	0	0	0.003792126	0	0.0002802875	0.00191255	0	6.595001e-05	0.05129262	0.04720372	0	0	0	0.0003627251	0.003330475	0	0.01416276	0.003478863	0	0	0	0	0.001533338	8.243751e-05	0.00032975	0.00138495	0.000164875	0	0	9.892501e-05	0	0	0.001467388	0	0.0003132625	0	0	0	0	0	0	0	0.004237288	0.001434413	0.0299413	0	0.0001154125	0.009991426	0	0	0.4232177	0.000296775	0.0002473125	0.00032975	0.0009892501	0	0.0008738376	0	0.1067896	0.009331926	0	0	0	0	0.0001813625	0.005028688	0.001764163	0.0001154125	0.002192838	0.0003132625	0.000230825	0.00125305	0	0	0	0.00178065
AK_SK_15	0	0	0.001706074	0.006649314	0.0005249459	0	0.0003937094	0.0002406002	0.003740239	0	0	0.0001968547	0	0.002537238	0.0003937094	0.1111792	0.0007874188	0	0.0003062184	0	0	0.000940528	0	0	0	0.00358713	0	0.01491721	0.0003062184	0.01489534	0	0	0	0.003084057	0.005796277	0	0	0	0	0.06194361	0.0001312365	0.004112076	0	0.0005905641	0.002121656	0.01349548	0	0	0.01402043	0	0	0.0009186553	0	0.04147072	0.03027188	0	0	0.006780551	0	0.0007218006	0	0	0.04015836	0.0008092915	0	0.0003718367	0.0003280912	0	0	0.0006780551	0.00111551	0	0.0009842735	0	0.003958967	0	0	0	8.749098e-05	0	0	0	0.0003937094	0	0.01808876	0.00853037	0.0002624729	0.0009842735	0	0.02228833	0	0	0.01126446	0	0.004483913	0.001793565	0	0	0.02152278	0.02384129	0	0	0	0.0005686914	0.002165402	0	0	0	0	0	0	0	0.001465474	0.0002187274	0	0	0.0003937094	0	0	0.000853037	0	0	0.0002406002	0.0004155821	0	0	0	0	0.002537238	0	0	0.0001093637	0.004287058	0.0003937094	0.02430062	0	0	0.004243312	0	0	0.3862727	0.0009624008	0.00174982	0.002821584	0	0	0.01342987	0	0	0.02080098	0	0	0	0	0	0.01189877	0.004374549	0	0.002012292	0	0.0003718367	0	0	0.000174982	0	0.00223102
AK_SK_17	0	0	0.0008938634	7.772726e-05	0	0	0	0	0	0	0	0	0	0	0	0.01311647	0	0	9.715907e-05	0	0	0	0	0	0.02671874	0.0007384089	0.0001360227	0.02201624	0	0.001204772	0	0	0	0	0	0	0.001612841	0	0	0.06715635	0	0.0006606817	0	0	0.0002720454	0.01418522	0	0	0.0021375	0	0	0	0	0.01816875	0.003633749	0	0	0.003011931	0	0	0	0.0005635226	0.04587851	0	0	0	0	0	0	0	0	0	0	0	0.00149625	0	0.0001748863	0.001029886	0	9.715907e-05	0	0	0	0	0.005402044	0	0	0.0002914772	0	0.01115386	0	0	0.005207726	0	0.0003497726	0	0	0	0.01408806	0.003147954	0	0	0	0	0.002603863	0	0.01228091	0	0	0	0	0	0.003167386	0	0	0	0	0	0	0	0	0	0.000621818	0	0	0	0	0	0	0	0	0	0	0.0003692045	0	0	0	0.0007772726	0	0	0.5666317	0.0001943181	0	0	0.0004274999	0	0.001224204	0	0.1262679	0.01673079	0.0001165909	0	0	0	0.0002331818	0.001982045	0.001185341	0	0.0001943181	0	0	0.0002720454	0	0	0	0
AK_SK_19	0	0	0	0	0.0003047542	0	0	0	0	0.001073896	0	0	0	0	0.0002467058	0.005601672	0.0005369478	0	0	0.001465722	0.00027573	0	0.001262553	0	0	0.004368143	0	0.05109711	0	0.003947292	0	0	0	0	0	0	0	2.902421e-05	8.707262e-05	0.005978986	0	0.0008707262	0	0.0001886573	0.001291577	0.0095925	0	0	0.01118883	0	0	0	0	0.02327741	0.01549893	0	0	0.000420851	0.001146456	0	0.000145121	0.1598073	0.02366924	0	0	0.0006385325	5.804841e-05	0	0	0.0007836536	0.0001886573	0	0.0002031694	0.0005369478	0.001552795	0	0.0009432867	0.003526441	0	0.0001160968	0	0.0001886573	0.000420851	0	0.002394497	0	8.707262e-05	0	0.0008126778	0.003773147	0	0	0.003744123	0	0.004585825	0	0	0	0.0649852	0.09959656	0.005151797	0	0	0.0004934115	0.001189992	0	0	0.002452545	0.001523771	0	0	0.0002031694	0.0001306089	4.353631e-05	0.01210309	0.001610843	0	0	0	0	0	0	0.001683404	0	0	0	0	0.0005949962	0.0006385325	0	0	0	0.00428107	0.0004643873	0	0	0	0.0005804841	0	0.0001886573	0.3757329	0.0005949962	0	0.001146456	0.0005514599	0	0.0005369478	0	0	0.06650897	7.256052e-05	0	0	0	7.256052e-05	0.005572648	0.001117432	0.000145121	0.002104255	0	0	0	0	0	0	0
AK_SK_25	0	0	0.004985822	0.002173913	0.002173913	0	0	0	0.002575614	0	0	0	0	0	0.001677694	0.03634216	0.0005907372	0	0	0	0	0	0	0	0.002551985	0.02318053	0	0.2560728	4.725898e-05	0.005907372	0	0	0.0003308129	0	0	0	0	0.002079395	0.0006852552	0.02700851	0	0.01916352	0.004040643	0.0008979206	0.001039698	0.03026938	0	0	0.008246692	0.002693762	0	0.001583176	0.0001654064	0.01242911	0.006899811	0	0	0	0	0	0	0.0003308129	0.02937146	0	0	0.001913989	0.0005671078	0	0	0	0.002528355	7.088847e-05	0	0	0.01387051	0	0.0005434783	0.02783554	0	0	0	0	0.0005198488	0	0.0009451796	0.001323251	0	0.001724953	0.01188563	0.002882798	0.0009215501	0	0.003804348	0	0.0001890359	0	0.003969754	0	0.004087902	0.02133743	0	0	0	0.00137051	0.008577505	0	0.03426276	0	0.0004725898	0.008104915	0	0	0.008364839	0	0.06717864	0.008364839	0	0.0007325142	0.001275992	0	0	0	0.00971172	0.0001890359	0.0001181474	0	0.003189981	0.0009215501	0.0003071834	0.002551985	0	0	0.03239603	0	0.002079395	0	0	0.009829868	0	0	0.08180529	0.0008034026	0	0.001016068	0.006190926	0	0.01694234	0	0.006049149	0.0003308129	0	0	0.0004962193	0.004962193	0	0.06869093	0.003048204	0.00418242	0.01162571	0	0.004395085	0	0.0002362949	0.002717391	0	7.088847e-05
AK_SK_30	0	0	0	0.007344898	0	0	0	0	0	0	0	0.001775846	0	0	7.103383e-05	0.02690761	0	0	0	0	0	0	0	0	0.1510889	0	0	0.06988308	0.0004404097	0.002031567	0	0	0.0002273082	0	0	0	0	0	0.0002273082	0.02243248	0	0.001562744	0	0	0.0007671653	0.01183424	0	0	0.02862663	0	0.0002131015	0	0	0.01578372	0.001662192	0	0	0.0001704812	0	0	0.000241515	0.006549319	0.06302121	0	0	0.001264402	0.0002983421	0	0	0	0.0004546165	0	0.0003409624	0	0.002301496	0.0003977894	0.0001846879	0.001179162	0	0.0001136541	0	0	0	0.1084118	0.001307022	0	0.0001278609	0.0001846879	0.0001136541	0.004446718	0	0	0.006250977	0	0.0002273082	0.00193212	0	0.0001278609	0.006293597	0.001221782	0	0	0	0.00144909	0	0	0.01774425	0.001463297	0	0.001733225	0	0	0.0006535112	0	0.001051301	0.002713492	0.0009376465	0	0	0	0	0.0001136541	0.004460924	0.0003409624	0	0	0.0002557218	0.0003267556	0	0	0	0	0.005469605	0	0.001548537	0	0	0.0142778	0	0.0005682706	0.3140405	9.944736e-05	0	0.00096606	0.0003835827	4.26203e-05	0.03224936	0.0003125488	0	0.006037875	0	0	0	0	0	0.01636619	0.002784526	0.009916322	0.007714274	0	0.0001420677	0.003793206	0	0	0	0
AK_SK_32	0	0.0017232491	0.1328374696	0	0	0	0	0	0	0.0042860299	0	0	0	0	0	0.0126666176	0	0	0	0	0	0	0.0018558068	0	0	0.3607776714	0	0.2861035422	0	0.0006333309	0	0	0	0	0	0	0	0	0	0	0	0	0.0002945725	0.0014581339	0	0.0130642904	0	0	0.000824803	0	0	0	0	0	0.0055674203	0	0	0.003652699	0.0012372045	0	0	0.0073643125	0.0846159511	0.0002062008	0	0	0.000117829	0	0.0023418514	0	0.0041534723	0	0	0.0001472863	0	0	0.0001472863	0	0	0.0004418588	0.0026953384	0.0043891303	0	0	0.0017968923	0	0	0	0	0.001413948	0	0	0.0059209073	0	0	0	0.0006922454	0	0	0.0108991826	0	0	0	0	0	0.0020178216	0	0	0	0	0	0.0002209294	0	0	0	0	0	0	0	0.0009279034	0	0.0047278887	0	0	0.0005155019	0	0	0	0	0	0	0	0	0	0.0267177259	0	0	0	0.0007953458	0	0	0	0	0.000353487	0	0	0.0019589071	0	0	0.0025333235	0	0	0	0	0	0.0008984461	0.0004860446	0	0	0	0	0.0020472789	0	0.0014728625	0	0
AK_SK_33	0	0	0.002166164	0	0.003893611	4.11297e-05	0	0	0.0002467782	0	0	0.0002604881	0	0.0001233891	0.0001645188	0.051796	0	0	0	0.0003427475	0.000137099	0	0	0	0.004647656	0.0005072662	0	0.2900192	2.74198e-05	0.003646833	0	0	0.0004250069	0	0	0	0	0	0.001535509	0.003057307	0	0.002495202	0	0.001165341	0.001562928	0.0192487	0	0	0.04832739	0	0	0.001823417	0	0.008568687	0.009226762	0	0	0.003221826	0	0	0.0001508089	0.003701673	0.02629559	0.0001233891	0	0.002152454	0.0001508089	0	0	0.0002330683	0.001837126	0	0.0003153277	0	0.002070195	0.0003016178	0.0003975871	0.005250891	0	0.0006580751	0	0	0.0002193584	0.002316973	0.003043597	0.005867837	0.0004661366	0.001096792	0.002906498	0.008500137	4.11297e-05	0	0.008582396	0	0.0006443652	0.002591171	0.0003290376	8.225939e-05	0.0288045	0.02984645	0	9.596929e-05	0	0	0.001658898	0	0.05904853	0.0005483959	0	0.003770222	0	0	0.001823417	0.0006169454	0.001617768	0	0.0004661366	0	0	0	0	0	0.002632301	0	0	0	0.0006443652	0	0	0	0	0	0.005579929	0	0.00139841	8.225939e-05	0	0.0094187	0	0	0.2636002	0.0008225939	0	0.0005758157	0.001919386	0	0.008006581	0	6.854949e-05	0.01436797	0.0004935563	0	0	0	0	0.01531396	0.003249246	0.0007814642	0.002508911	0	0	0.001233891	0	0	0	0
AK_SK_35	0	0	0.002926421	0.008182035	0.0002090301	0	0.0001493072	0.000373268	0.0005225753	0.001672241	0	0	0	0.0009406355	0.002612876	0.01457238	0.0006121596	0	0.0002538223	0.0009257047	0.001015289	0	0.000642021	0	0.01121297	0.04070115	0	0.3244147	0.002657668	0.003583373	0	0	0	0	0	0	0	0.002388915	0	0	0	0.01854396	0	0.001298973	0.002045509	0.02429228	0.0003135452	0	0.009615385	0	0.0001791687	0.0005673674	0	0.03661013	0.01037685	0	0	0.003299689	0	0.00434484	0	0.008794195	0.05549749	0.001075012	0	0.0008510511	0.0003583373	0	0.0001045151	0	0.005076445	0	0.0002836837	0	0.009376493	0	0	0.009092809	7.465361e-05	0.0006868132	0	0.001761825	0.0001343765	0.0002239608	0.005673674	0.01301959	0.0003583373	0.003538581	0	0.002508361	0	0	0.006479933	0	0.0005822981	0	0.0001343765	0	0.003090659	0.05267559	0.001776756	0	0	0	0.005599021	0	0	0.000806259	0	0.006584448	0	0	0.01636407	0.0003135452	0.0004777831	0.003598304	0	0	0.007077162	0.001761825	0	0.001284042	0.03007047	0.0001642379	0	0	0	0	0	0	0	0	0.0007316054	0.0004031295	0.01264632	0	0.0001940994	0.005494505	0.0002836837	0.0001642379	0.07459388	0.00165731	0	0.003702819	0	0	0.001687172	0	5.972289e-05	0.004046226	0	0	0	0	0.0003583373	0.08449295	0.003120521	0	0.0154533	0	0.000537506	0	0.0002388915	0.0007465361	0	0
AK_SK_37	0	0	0.002515235	0.0002249397	0	0	0.002556133	0.0004907775	0	0	0	0	0	0	0	0.03954848	0.001676823	0	0.003006012	0	0	0	0	0	0	0.01887448	0.0001840416	0.2456955	0.002024457	0.01249438	0	0	0	0	0	0	0	0	0.001922212	0.03474296	0	0.005807533	0	0	0.004519243	0.01478467	0	0	0.02116478	0	0.0001226944	0	0	0.01075621	0.02032637	6.134718e-05	0	0.002862869	0	0.0004703284	0	0	0.02893542	0.001002004	0	0.002147151	0.0002453887	0	0	0	0.001779068	0	0.001022453	0	0.00588933	0	0.0002453887	0.0228416	0	0.001247393	0	0	0	0	0.007075375	0.003414993	0	0.0008384115	0	0.01008139	0	0	0.004416997	0	0.002085804	0.0009611059	4.089812e-05	0	0.05030469	0.02122613	0	0	0	0.001390536	0.01382357	0	0.01803607	0	0	0.005930228	0	0	0.005357654	0.0005521247	0	0	0	0	0	0	0	0.0001431434	0	0	0	0	0	0	0	0	0	0	0.03177784	0.0002249397	0.03290254	0	0	0.006605047	0	0.0001226944	0.1738988	0.0004498794	0	0	0	0	0.01067441	0	0	0.01228989	0	0	0	0	0	0.06012024	0.004253405	0.003108257	0.005480348	0	0.0002249397	0	0	0	0	0
AK_SK_38	0	0	0.0007014	0.000406812	0.00014028	0	0	0.000336672	0.001108212	0	0	0	0	0	0.000294588	0.0382263	0	0	0	0.000224448	0	0	0.000182364	0.002132256	0.0003507	0.000462924	0	0.0603204	0	0.002258508	0	0	0	0.001795584	0	0	0	0	0	0.03948882	0	0.002833656	0	0.000154308	0.000462924	0.008009988	0	0	0.02973936	0	8.4168e-05	0.000855708	0	0.023398704	0.006508992	0	0.074965631	0.00028056	0.001837668	0	0.00028056	0.01220436	0.025404708	0	0	0.00042084	0	0	0	0	0.00154308	0	0.000154308	0.000112224	0.004264512	0	0.000757512	0.003324636	0	0.00028056	0	0	0	0.000364728	0.000645288	0.000322644	0	0.000785568	0.002567124	0.002609208	8.4168e-05	0	0.001627248	0	0.000196392	0	0	0	0.022402716	0.001388772	0	0	0	0.001094184	0.002132256	0	0	0.001991976	0	0.00063126	0	0.0003507	0.001458912	0	0	0.000378756	0	0.000112224	0.00014028	7.014e-05	0	0	0.001795584	0	0.000392784	0	0	0	0	0	0	0	0.005456892	0	0.008402772	2.8056e-05	0	0.005695368	0	0	0.370339197	0.00014028	0	0	0.001767528	0	0.094829279	0	0.101422439	0.00519036	0	0	0	0	0	0.010647252	0.002482956	0.000687372	0.002889768	0	0	0.000168336	0	0	0	0
AK_SK_40	0	0	0.0005074548	0.0032622091	0.0008940869	0	0	0	0	0.0006282773	0.0005557838	0.0003383032	0	0	0	0.0533552425	0	0	0.0001449871	0.0002416451	0.0005799483	0	0	0	0.0434236281	0.001933161	0	0.0163593746	0	0.001933161	0	0.002972235	0	0	0.0007007708	0	0	0.0005557838	0	0.0211197835	0.0004832902	0.0058961409	0	0.0024164512	0.0005074548	0.0017156804	0	0	0.0144503782	0	0.0002174806	0	0	0.0188241548	0.0096174758	0	0.0005557838	0.0002658096	0.0027547544	0	0	0.018075055	0.0151269845	0	0	0.0036730058	0	0	0	0.0004832902	0	0	0	0	0.0041804606	0	0	0.0027064253	0	0	0	0	0	0	0	0.0017640094	0	0.0004107967	0.0018606674	0.0079259599	0	0	0.0022714641	0	0	0	0	0	0.0048087379	0.0048812314	0	0	0	0.0031655511	0.0014257062	0	0.0056786603	0	0.0003383032	0.0008457579	0	0	0.0113089916	0	0.0027064253	0.0010149095	0.0007490999	0.0006041128	0	0	0	0	0.0005074548	0	0	0	0.0032622091	0.0003624677	0	0	0	0	0.0384457386	0	0.0014498707	0	0	0.0011357321	0	0	0.2949037044	0.0001691516	0	0	0.0004832902	0	0.0006041128	0	0.2646980644	0.0110673465	0	0	0	0	0	0.0541043424	0.0071768601	0.0025372738	0.0091825146	0	0.0065002537	0	0.0001933161	0	0	0
AK_SK_44	0.0058570431	0	0.0040774031	0.0011038274	0.0075691018	0	0	0.0006983398	0.0009010836	0	0	0	0	0.0012840441	0.0020499651	0.0356829087	0.0024329256	0.0017120588	0	0.0010362461	0	0	0.0001576896	0	0.000495596	0.0065328558	0	0.2355657678	0.0002027438	0.0013966795	0	0	0	0	0.0006307585	0	0	0.0020499651	0.0003829605	0.0223018179	0.0037169697	0.0198013111	0	0	0.0027483048	0.019530986	0	0	0.0077943727	0	0.0002252709	0.0042801469	0.0025680881	0.0260413147	0.0109932193	0	0.001531842	0.0019823838	0	0	0.0010813003	0.0022076547	0.0389493366	0.0005406501	0	0.0029510486	0.0015768962	0	0	0.001013719	0.0010362461	0	0.0011939357	0	0.0038746593	0	0.0009010836	0.0193507693	0	0.0009461377	0	0.0004280147	0.0010362461	0	0.0050911221	0.0087405105	0	0.001261517	0.0091685252	0.0151607308	0	0	0.0062625307	0	0.001013719	0	0	0	0.0058795702	0.0229100493	0	0	0	0.0003153792	0.0010587732	0	0.0582775788	0.0039197135	0	0.0111734361	0	0.0005631772	0.0213782073	0	0	0.0221216012	0.0043477281	0	0	0	0	0	0.0074564664	0	0.0006983398	0	0.0007433939	0.0005406501	0.0002252709	0	0	0	0.0068707621	0	0.0023878714	0	0	0.0145750265	0.0004730689	0	0.0561600324	0.0014192066	0	0.0005406501	0.0022977631	0	0.0002252709	0	0.0605302877	0.0094388502	0.000247798	0	0.0006532856	0.0145750265	0	0.0771778063	0.0034916988	0.0058570431	0.0180892523	0	0.0005631772	0.0011263544	0.0025680881	0	0	0
AK_SK_45	0	0	0	0.0003749118	0.001565808	0	0	0.0002205363	0	0	0	0	0	0	0.0008380381	0.07244619	0	0	0	0	0	6.61609e-05	0	0	0.01257057	8.821454e-05	0	0.2778978	6.61609e-05	0.003815279	0	0	0.0001543754	0	0	0	0	0.0005513409	0.001654023	0.02044372	0	0.01091655	0	0.002646436	0.001676076	0.01007851	0	0	0.01087244	0	0	0.00315367	0	0.02289167	0.01477594	0	0.0024259	0.002337685	0	0	0	0	0.03354358	0.001014467	0	0.00169813	0.0005954481	0	0	0	0.001808398	0	0.0004410727	0	0.003859386	0	0.0003969654	0.01298959	4.410727e-05	0.0009924135	0	0.0003969654	0	0	0.002800812	0.008424488	0	0.0007277699	0.001631969	0.01338656	0	0	0.005932428	0.00121295	0.0009924135	0	0	0	0.004785639	0.02999294	0	0	0	0.0001984827	0.0002866972	0	0.04598183	0.005204658	0	0.001764291	0	0.0003087509	0.008622971	0	0	0.006638144	0.001036521	0	0.0002866972	0	0	0	0.008336274	0	0.0005072336	0	0	0.0005072336	0	0	0	0	0.01477594	0.0001543754	0.008093684	0	0	0.02059809	0	0	0.1182075	0	0	0.0004631263	0.0007277699	0	0.002514114	0	0	0.01062985	0	0	0	0.03687368	0	0.05782463	0.004322512	0.001036521	0.03687368	0.0001323218	0.004587156	0.0003087509	0	0	0	0
